Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
1827: customers with PV,1674,2112,2847,4063,5664,7602,9674,11771,13883,15996,18071,20115,22110,24027,25879,27666,29380,31014,32571,34058,35481,36830,38102,39295,40405,41434,42382,43243,44030,44763,45436,46045,46586,47059,47463,47798
1828: customers with PV,1674,3214,5074,7227,9449,11713,13972,16210,18426,20607,22721,24775,26754,28636,30435,32142,33747,35259,36686,38032,39299,40503,41640,42705,43705,44628,45474,46242,46941,47564,48107,48573,48966,49283,49518,49665
1829: customers with PV,1674,3573,6878,12196,18592,25127,30706,35283,38981,41904,44157,45896,47231,48251,48888,49174,49273,49221,49017,48625,48022,47294,46398,45310,44020,42516,40792,38836,36650,34210,31485,28442,25046,21226,16846,11600
1830: customers with PV,1674,8823,16502,23836,29987,34996,38923,41941,44239,45973,47271,48263,49036,49621,49903,49957,49906,49744,49461,49020,48383,47614,46685,45578,44282,42784,41072,39134,36963,34539,31834,28815,25449,21665,17338,12187
1831: customers with PV,1674,3573,6878,12196,18592,25127,30706,35283,38981,41904,44157,45842,46845,47408,47610,47465,47013,46345,45419,44218,42787,41144,39287,37220,34940,32432,29676,26644,23306,19596,15380,10359,3240,1,1,1
1832: customers with PV,1674,8823,16502,23836,29987,34996,38923,41941,44239,45973,47271,48114,48481,48580,48432,48029,47407,46597,45569,44305,42817,41136,39263,37197,34925,32423,29671,26644,23313,19607,15394,10378,3272,55,55,55
1833: customers with PV,1674,2112,2847,4063,5664,7602,9674,11771,13883,15996,18071,20115,22110,24027,25879,27667,29392,31056,32659,34208,35702,37120,38456,39713,40898,42012,43049,44005,44922,45913,46982,48103,49264,50485,51785,52021
1834: customers with PV,1674,3214,5074,7227,9449,11713,13972,16210,18426,20607,22721,24775,26754,28636,30435,32154,33794,35360,36854,38276,39621,40994,42414,43883,45390,46934,48511,50169,51893,53703,53328,52912,52404,51795,51072,50219
1835: customers with PV,1674,2112,2847,4063,5664,7602,9674,11771,13883,15996,18071,20115,22110,24027,25879,27666,29380,31014,32566,34047,35456,36787,38035,39195,40262,41235,42107,42868,43598,44383,45198,46014,46822,47639,47570,46028
1836: customers with PV,1674,3214,5074,7227,9449,11713,13972,16210,18426,20607,22721,24775,26754,28636,30435,32142,33746,35254,36674,38008,39266,40551,41866,43201,44552,45906,47260,48661,50081,50862,50017,49104,48035,46788,45330,43620
1837: customers with PV,1674,3573,6878,12196,18592,25127,30706,35283,38981,41904,44157,45896,47231,48251,48887,49167,49253,49176,48926,48452,47724,46855,45703,44277,42549,40478,37996,35015,31414,26953,21128,12391,0,0,0,1
1838: customers with PV,1674,8823,16502,23836,29987,34996,38923,41941,44239,45973,47271,48263,49036,49621,49902,50001,50038,49861,49520,48994,48241,47319,46178,44784,43105,41091,38682,35795,32319,28038,22520,14574,0,0,0,1
1839: customers with PV,1674,3573,6878,12196,18592,25127,30706,35283,38981,41904,44157,45842,46841,47391,47565,47368,46830,46010,44829,43252,41348,39089,36443,33336,29631,25096,19237,10420,0,0,0,0,1,1,1,1
1840: customers with PV,1674,8823,16502,23836,29987,34996,38923,41941,44239,45973,47271,48114,48475,48559,48381,48001,47357,46374,45121,43556,41668,39446,36849,33801,30175,25749,20078,11785,0,0,0,0,1,1,1,1
1841: customers with PV,1674,2116,2869,4125,5776,7772,9882,12017,14175,16341,18478,20593,22668,24674,26626,28523,30368,32162,33905,35608,37318,39038,40771,42524,44300,46139,48078,50145,52415,53602,52115,50310,47845,44312,38812,29974
1842: customers with PV,1674,3219,5097,7267,9508,11798,14090,16367,18631,20866,23041,25165,27221,29189,31081,32900,34676,36427,38156,39879,41610,43351,45089,46857,48685,50581,52574,53286,52473,51418,50027,48162,45604,41940,36221,28046
1843: customers with PV,1674,2116,2869,4125,5776,7772,9882,12017,14175,16341,18478,20593,22668,24674,26626,28523,30368,32162,33905,35601,37280,38944,40603,42271,43967,45703,47500,49391,51465,52218,50597,48563,45836,41998,36096,27734
1844: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
1845: customers with PV,1674,3595,6994,12472,19072,25688,31292,35897,39612,42537,44774,46477,47763,48740,49379,49685,49684,49376,48825,48008,46852,45339,43442,41099,38238,34762,30547,25414,18985,10352,0,25,54,89,114,118
1846: customers with PV,1674,8846,16604,23978,30178,35238,39209,42258,44568,46295,47574,48599,49449,50081,50261,50170,49955,49609,49050,48224,47063,45555,43659,41320,38465,34998,30796,25679,19276,10714,0,25,54,89,114,118
1847: customers with PV,1674,3595,6994,12472,19072,25688,31292,35897,39612,42537,44774,46458,47460,47983,48185,48001,47358,46290,44917,43202,41123,38679,35831,32515,28645,24096,18645,11714,776,13,34,58,88,111,114,118
1848: customers with PV,1674,8846,16604,23978,30178,35238,39209,42258,44568,46295,47574,48495,48950,49094,48834,48207,47352,46247,44857,43128,41042,38593,35737,32416,28542,23987,18524,11569,610,13,34,58,88,111,114,118
1849: customers with PV,1674,2116,2869,4125,5776,7772,9882,12017,14175,16341,18478,20593,22668,24674,26626,28523,30368,32162,33905,35621,37547,39739,42288,45417,49760,53848,53070,52113,50782,48916,46232,42191,35517,21967,11,60
1850: customers with PV,1674,3219,5097,7267,9508,11798,14090,16367,18631,20866,23041,25165,27221,29189,31081,32900,34782,36822,39039,41544,44503,48213,53499,53119,52731,52164,51364,50257,48731,46596,43517,38824,30851,12264,22,71
1851: customers with PV,1674,2116,2869,4125,5776,7772,9882,12017,14175,16341,18478,20593,22668,24674,26626,28523,30368,32162,33905,35614,37507,39635,42091,45121,49324,52893,51806,50479,48694,46241,42742,37437,28267,6025,32,81
1852: customers with PV,1674,3219,5097,7267,9508,11798,14090,16367,18631,20866,23041,25165,27221,29189,31081,32900,34782,36820,39011,41446,44307,47903,52959,52294,51627,50740,49566,48007,45912,43021,38846,32308,19964,9,51,100
1853: customers with PV,1674,3595,6994,12472,19072,25688,31292,35897,39612,42537,44774,46477,47763,48760,49684,50008,49771,49358,48688,47703,46302,44448,42041,38922,34842,29358,21466,6921,11,28,49,73,103,95,90,106
1854: customers with PV,1674,8846,16604,23978,30178,35238,39209,42258,44568,46295,47576,48852,50043,50357,50388,50261,50001,49580,48911,47934,46552,44717,42329,39238,35201,29788,22040,8157,7,24,45,70,99,103,97,108
1855: customers with PV,1674,3595,6994,12472,19072,25688,31292,35897,39612,42537,44774,46458,47458,47992,48463,48114,47136,45834,44153,42001,39301,35947,31713,26186,18365,3071,7,19,33,50,71,95,85,99,107,106
1856: customers with PV,1674,8846,16604,23978,30178,35238,39209,42258,44568,46295,47576,48742,49507,49310,48870,48141,47141,45827,44143,41992,39298,35940,31704,26175,18351,3032,7,19,33,50,71,95,85,98,108,82
1857: customers with PV,1674,2112,2848,4066,5670,7614,9692,11795,13916,16039,18128,20190,22204,24144,26023,27840,29599,31298,32937,34498,35981,37392,38723,39970,41131,42230,43261,44213,45083,45870,46567,47169,47680,48093,48401,48589
1858: customers with PV,1674,3214,5075,7229,9454,11722,13987,16232,18458,20651,22780,24852,26851,28757,30581,32327,33998,35591,37084,38508,39888,41205,42447,43603,44685,45674,46569,47375,48091,48711,49228,49633,49916,50015,49297,48436
1859: customers with PV,1674,2112,2848,4066,5670,7614,9692,11795,13916,16039,18128,20190,22204,24144,26023,27827,29548,31194,32768,34268,35688,37016,38252,39386,40420,41381,42263,43059,43767,44385,44906,45322,45638,45846,45933,45884
1860: customers with PV,1674,3214,5075,7229,9454,11722,13987,16232,18458,20651,22780,24852,26851,28757,30572,32279,33890,35412,36841,38194,39481,40688,41802,42821,43748,44576,45304,45935,46468,46896,47210,47400,47454,47215,46242,45172
1861: customers with PV,1674,3574,6883,12219,18643,25203,30797,35393,39106,42040,44298,46033,47337,48087,48440,48488,48248,47726,46981,45966,44687,43190,41512,39677,37691,35566,33311,30938,28471,25920,23291,20594,17837,15020,12127,9109
1862: customers with PV,1674,8824,16514,23856,30019,35043,38984,42013,44318,46052,47346,48331,49001,49271,49335,49159,48717,48046,47188,46088,44761,43247,41568,39736,37755,35634,33381,31012,28549,26003,23378,20684,17929,15114,12223,9209
1863: customers with PV,1674,3574,6883,12219,18643,25203,30797,35393,39106,42040,44298,45810,46671,47027,46894,46346,45428,44216,42750,41033,39093,36992,34770,32446,30031,27533,24961,22329,19653,16936,14167,11326,8368,5141,774,0
1864: customers with PV,1674,8824,16514,23856,30019,35043,38984,42013,44318,46052,47298,47926,48140,48008,47539,46722,45582,44212,42639,40863,38906,36812,34604,32294,29891,27405,24846,22226,19561,16852,14090,11253,8296,5063,627,0
1865: customers with PV,1674,2112,2848,4066,5670,7614,9692,11795,13916,16039,18128,20190,22204,24144,26023,27840,29599,31298,32937,34497,35975,37376,38691,39910,41063,42295,43595,44937,46327,47784,49369,49452,48023,46449,44633,42540
1866: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
1867: customers with PV,1674,2112,2848,4066,5670,7614,9692,11795,13916,16039,18128,20190,22204,24144,26023,27827,29546,31187,32750,34233,35626,36917,38102,39164,40131,41143,42183,43219,44247,45257,46296,44612,42568,40208,37484,34324
1868: customers with PV,1674,3214,5075,7229,9454,11722,13987,16232,18458,20651,22780,24852,26851,28757,30572,32277,33883,35394,36806,38233,39743,41286,42836,44406,46007,47664,49459,48348,47099,45652,43973,42031,39789,37200,34197,30696
1869: customers with PV,1674,3574,6883,12219,18643,25203,30797,35393,39106,42040,44298,46033,47337,48085,48427,48448,48153,47527,46670,45431,43838,41955,39799,37359,34612,31532,28083,24212,19836,14751,8330,0,0,0,0,1
1870: customers with PV,1674,8824,16514,23856,30019,35043,38984,42013,44318,46052,47346,48331,49001,49325,49540,49310,48755,47973,46971,45678,44082,42215,40076,37656,34934,31881,28461,24623,20290,15266,8994,0,0,0,0,1
1871: customers with PV,1674,3574,6883,12219,18643,25203,30797,35393,39106,42040,44298,45808,46657,46984,46794,46135,45019,43471,41574,39325,36745,33865,30673,27139,23210,18781,13640,7103,0,0,0,0,1,1,1,1
1872: customers with PV,1674,8824,16514,23856,30019,35043,38984,42013,44318,46052,47298,47922,48120,48016,47630,46633,45258,43613,41693,39458,36901,34045,30878,27372,23470,19074,13979,7552,0,0,0,0,1,1,1,1
1873: customers with PV,1674,2116,2868,4123,5771,7764,9873,12004,14159,16319,18450,20557,22620,24613,26547,28425,30246,32011,33721,35381,37000,38609,40211,41809,43417,45048,46729,48458,50286,52290,54577,55016,53976,52582,50385,46330
1874: customers with PV,1674,3219,5097,7266,9508,11798,14088,16364,18624,20856,23026,25142,27189,29145,31023,32825,34562,36265,37939,39592,41237,42869,44503,46153,47811,49496,51261,53134,54742,54379,53885,53198,52240,50833,48613,44528
1875: customers with PV,1674,2116,2868,4123,5771,7764,9873,12004,14159,16319,18450,20557,22620,24613,26547,28425,30246,32011,33721,35381,36999,38599,40176,41729,43271,44820,46402,48038,49751,51591,53671,53837,52645,51051,48645,44371
1876: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
1877: customers with PV,1674,3596,6994,12474,19078,25695,31300,35905,39619,42540,44773,46471,47753,48724,49441,49828,49951,49852,49610,49245,48733,48056,47263,46298,45139,43758,42123,40202,37961,35332,32219,28485,23864,17876,5008,13
1878: customers with PV,1674,8847,16611,23987,30191,35254,39227,42274,44581,46305,47580,48597,49439,50101,50385,50367,50256,50084,49831,49457,48931,48245,47446,46479,45315,43928,42288,40364,38119,35488,32372,28634,24006,18013,5090,13
1879: customers with PV,1674,3596,6994,12474,19078,25695,31300,35905,39619,42540,44773,46460,47496,48043,48296,48274,47901,47234,46380,45337,44113,42735,41208,39528,37684,35652,33408,30924,28171,25088,21583,17479,12420,1265,32,81
1880: customers with PV,1674,8847,16611,23987,30191,35254,39227,42274,44581,46305,47580,48509,48977,49158,49000,48563,47934,47205,46339,45285,44052,42667,41137,39458,37612,35579,33334,30851,28099,25017,21513,17405,12342,1219,32,81
1881: customers with PV,1674,2116,2868,4123,5771,7764,9873,12004,14159,16319,18450,20557,22620,24613,26547,28425,30246,32011,33721,35381,37019,38832,40861,43168,45919,49530,54921,54485,54077,53493,52666,51485,49762,47107,42552,31335
1882: customers with PV,1674,3219,5097,7266,9508,11798,14088,16364,18624,20856,23026,25142,27189,29145,31023,32825,34594,36485,38519,40745,43269,46233,49949,54008,53813,53694,53484,53159,52694,52041,51128,49838,47964,45088,40150,28069
1883: customers with PV,1674,2116,2868,4123,5771,7764,9873,12004,14159,16319,18450,20557,22620,24613,26547,28425,30246,32011,33721,35381,37019,38821,40819,43063,45718,49215,54228,53537,52845,51942,50749,49136,46875,43502,37830,24371
1884: customers with PV,1674,3219,5097,7266,9508,11798,14088,16364,18624,20856,23026,25142,27189,29145,31023,32825,34594,36485,38518,40718,43176,46038,49636,53264,52975,52603,52117,51489,50686,49651,48294,46469,43921,40114,33664,16243
1885: customers with PV,1674,3596,6994,12474,19078,25695,31300,35905,39619,42540,44773,46471,47753,48724,49636,50191,50098,49898,49594,49140,48499,47677,46698,45494,44026,42235,40057,37403,34156,30099,24842,17540,0,35,77,83
1886: customers with PV,1674,8847,16611,23987,30191,35254,39227,42274,44581,46305,47580,48833,50020,50401,50529,50474,50338,50123,49810,49352,48711,47892,46922,45725,44258,42472,40300,37656,34422,30385,25159,17924,0,35,77,83
1887: customers with PV,1674,3596,6994,12474,19078,25695,31300,35905,39619,42540,44773,46460,47494,48032,48458,48491,47796,46951,45914,44633,43104,41343,39339,37062,34449,31418,27851,23560,18181,10692,6,30,60,95,92,105
1888: customers with PV,1674,8847,16611,23987,30191,35254,39227,42274,44581,46305,47580,48738,49521,49392,49059,48532,47804,46947,45904,44620,43092,41335,39340,37063,34448,31417,27851,23560,18182,10692,6,30,60,95,92,105
1889: customers with PV,1674,2123,2902,4204,5919,7966,10102,12264,14451,16644,18806,20943,23034,25051,27006,28885,30672,32377,33995,35512,36940,38286,39534,40676,41712,42631,43433,44113,44660,45060,45290,45321,45078,43640,42026,40284
1890: customers with PV,1674,3227,5127,7317,9580,11895,14213,16519,18809,21069,23267,25408,27476,29449,31331,33097,34786,36402,37926,39355,40685,41900,43002,43987,44850,45580,46167,46595,46848,46861,45743,44440,43024,41490,39832,38041
1891: customers with PV,1674,2123,2902,4204,5919,7966,10102,12264,14451,16644,18806,20943,23033,25030,26939,28764,30499,32133,33663,35074,36382,37599,38711,39709,40594,41353,41985,42483,42834,43019,43011,42773,41946,40206,38326,36304
1892: customers with PV,1674,3227,5127,7317,9580,11895,14213,16519,18809,21069,23267,25408,27465,29395,31218,32928,34541,36061,37472,38771,39962,41030,41978,42800,43490,44035,44422,44633,44647,44225,42822,41278,39612,37816,35880,33790
1893: customers with PV,1674,3628,7162,12841,19620,26246,31812,36360,39999,42837,44988,46378,47079,47173,46708,45725,44233,42288,39988,37361,34429,31219,27742,23994,19939,15502,10485,4037,0,0,0,0,1,1,1,1
1894: customers with PV,1674,8881,16744,24149,30374,35442,39401,42421,44693,46380,47593,48209,48387,48067,47202,45851,44139,42132,39825,37197,34264,31056,27583,23836,19780,15338,10305,3772,0,0,0,0,1,1,1,1
1895: customers with PV,1674,3628,7162,12841,19620,26246,31812,36360,39999,42817,44642,45633,45777,45182,43964,42221,39953,37272,34302,31054,27541,23785,19771,15436,10611,4627,0,0,0,0,0,1,1,1,1,1
1896: customers with PV,1674,8881,16744,24149,30374,35442,39401,42421,44693,46224,47005,47181,46730,45669,44011,41894,39454,36753,33789,30545,27038,23287,19271,14923,10051,3846,0,0,0,0,0,1,1,1,1,1
1897: customers with PV,1674,2123,2902,4204,5919,7966,10102,12264,14451,16644,18806,20943,23034,25051,27006,28885,30669,32366,33967,35456,36925,38469,40043,41642,43281,45011,46919,45721,43563,40988,37847,33955,29004,22360,12022,0
1898: customers with PV,1674,3227,5127,7317,9580,11895,14213,16519,18809,21069,23267,25408,27476,29449,31331,33103,34906,36774,38682,40651,42707,44870,47210,49596,48272,46872,45206,43201,40783,37844,34218,29632,23566,14579,0,0
1899: customers with PV,1674,2123,2902,4204,5919,7966,10102,12264,14451,16644,18806,20943,23033,25029,26934,28748,30463,32069,33557,34903,36203,37547,38882,40195,41478,42768,43297,40664,37529,33665,28770,22242,12271,0,0,0
1900: customers with PV,1674,3227,5127,7317,9580,11895,14213,16519,18809,21069,23267,25408,27465,29392,31206,32908,34616,36360,38111,39887,41712,43598,45597,46788,45016,43013,40605,37682,34097,29598,23698,15135,0,0,0,0
1901: customers with PV,1674,3628,7162,12841,19620,26246,31812,36360,39999,42837,44988,46376,47061,47109,46612,45540,43568,41123,38175,34622,30361,25219,18742,9344,0,0,0,0,0,0,1,1,1,1,1,1
1902: customers with PV,1674,8881,16744,24149,30374,35442,39401,42421,44693,46380,47593,48402,48844,48220,47115,45555,43549,41105,38164,34622,30372,25244,18775,9398,0,0,0,0,0,0,1,1,1,1,1,1
1903: customers with PV,1674,3628,7162,12841,19620,26246,31812,36360,39999,42817,44637,45605,45686,44947,43559,41254,38198,34604,30364,25269,18937,10090,0,0,0,0,0,0,1,1,1,1,1,1,1,2
1904: customers with PV,1674,8881,16744,24149,30374,35442,39401,42421,44693,46223,46995,47342,47051,45542,43501,40947,37882,34281,30029,24910,18513,9450,0,0,0,0,0,0,1,1,1,1,1,1,1,2
1905: customers with PV,1674,2127,2926,4264,6033,8123,10290,12489,14720,16964,19185,21388,23552,25650,27693,29681,31614,33512,35407,37286,39146,41008,42885,44778,46702,48665,50711,51985,50622,49120,47276,44931,41852,37586,31053,22333
1906: customers with PV,1674,3231,5149,7354,9636,11976,14327,16670,19006,21317,23573,25777,27915,29968,31978,33952,35894,37806,39671,41520,43372,45218,47059,48896,50749,51736,50757,49700,48441,46901,44984,42547,39342,34884,27987,19965
1907: customers with PV,1674,2127,2926,4264,6033,8123,10290,12489,14720,16964,19185,21388,23552,25650,27693,29673,31574,33419,35248,37056,38847,40616,42376,44126,45882,47662,49505,50454,48875,47144,45052,42433,39038,34369,27208,18989
1908: customers with PV,1674,3231,5149,7354,9636,11976,14327,16670,19006,21317,23573,25777,27915,29968,31969,33903,35782,37619,39415,41176,42913,44616,46291,47947,49599,50270,49111,47842,46355,44571,42389,39653,36091,31155,23449,15862
1909: customers with PV,1674,3649,7283,13129,20086,26736,32332,36905,40557,43388,45511,47056,47940,48344,48193,47346,46086,44511,42602,40319,37648,34582,31087,27099,22515,17117,10342,0,14,31,52,77,106,111,114,118
1910: customers with PV,1674,8904,16838,24282,30556,35672,39671,42715,44992,46685,48001,48877,49195,48941,48311,47364,46083,44496,42582,40295,37619,34550,31054,27065,22480,17077,10292,0,14,31,52,77,106,111,114,118
1911: customers with PV,1674,3649,7283,13129,20086,26736,32332,36905,40557,43388,45369,46492,46940,46731,45817,44145,42084,39719,37037,34002,30590,26787,22531,17698,11957,4006,5,17,31,48,68,93,109,111,114,118
1912: customers with PV,1674,8904,16838,24282,30556,35672,39671,42715,44992,46663,47649,48087,47873,46924,45531,43773,41692,39317,36631,33587,30168,26357,22088,17229,11422,3159,7,19,33,50,71,95,109,111,114,118
1913: customers with PV,1674,2127,2926,4264,6033,8123,10290,12489,14720,16964,19185,21388,23552,25650,27693,29681,31614,33593,35796,38248,41078,44578,49341,52179,51231,50066,48562,46599,43992,40409,35192,26706,7076,27,68,102
1914: customers with PV,1674,3231,5149,7354,9636,11976,14327,16670,19006,21317,23573,25777,27915,29982,32149,34455,36937,39663,42799,46692,52085,51643,50999,50169,49108,47750,45997,43705,40636,36346,29866,18122,8,43,85,105
1915: customers with PV,1674,2127,2926,4264,6033,8123,10290,12489,14720,16964,19185,21388,23552,25650,27693,29673,31573,33495,35619,37982,40700,44040,48594,50843,49539,47949,45922,43291,39782,34869,27338,12673,15,51,92,96
1916: customers with PV,1674,3231,5149,7354,9636,11976,14327,16670,19006,21317,23573,25777,27915,29982,32140,34401,36808,39444,42470,46193,51362,50462,49500,48302,46804,44915,42496,39323,35004,28698,17880,7,36,71,106,106
1917: customers with PV,1674,3649,7283,13129,20086,26736,32332,36905,40557,43388,45511,47100,48360,48880,48177,47095,45606,43715,41356,38412,34746,30166,24245,15832,0,8,17,29,43,60,80,105,96,94,82,111
1918: customers with PV,1674,8904,16838,24282,30556,35672,39671,42715,44992,46763,48496,49541,49367,48965,48238,47146,45657,43769,41420,38477,34815,30244,24340,15967,0,8,17,29,43,60,81,105,96,96,99,110
1919: customers with PV,1674,3649,7283,13129,20086,26736,32332,36905,40557,43388,45368,46526,47306,47009,45430,43374,40845,37816,34179,29703,24045,16359,1685,4,10,18,27,39,53,70,91,104,87,107,85,103
1920: customers with PV,1674,8904,16838,24282,30556,35672,39671,42715,44992,46740,48127,48698,47915,46741,45131,43057,40511,37470,33802,29281,23548,15690,0,5,11,19,28,40,54,71,92,100,101,90,94,91
1921: customers with PV,1674,2105,2825,4016,5591,7496,9539,11612,13697,15776,17811,19812,21757,23618,25410,27135,28796,30393,31931,33415,34850,36230,37552,38820,40037,41204,42324,43401,44436,45432,46391,47315,48207,49067,49899,50704
1922: customers with PV,1674,3206,5048,7190,9402,11652,13891,16104,18291,20439,22514,24527,26461,28294,30041,31706,33294,34807,36250,37630,38952,40213,41413,42555,43644,44682,45674,46622,47530,48400,49235,50037,50810,51555,52275,52971
1923: customers with PV,1674,2105,2825,4016,5591,7496,9539,11612,13697,15776,17811,19812,21757,23618,25410,27135,28796,30393,31931,33415,34850,36230,37552,38820,40037,41204,42324,43401,44432,45413,46343,47224,48059,48852,49608,50328
1924: customers with PV,1674,3206,5048,7190,9402,11652,13891,16104,18291,20439,22514,24527,26461,28294,30041,31706,33294,34807,36250,37630,38952,40213,41413,42555,43644,44682,45668,46597,47475,48302,49079,49810,50503,51160,51786,52384
1925: customers with PV,1674,3543,6773,11988,18240,24713,30283,34851,38550,41489,43769,45546,46924,47995,48851,49554,50150,50671,51141,51576,51984,52373,52749,53120,53489,53858,54227,54599,54972,55345,55675,55946,56167,56343,56475,56560
1926: customers with PV,1674,8791,16395,23709,29833,34816,38722,41731,44034,45783,47104,48123,48923,49567,50110,50586,51013,51406,51781,52148,52510,52871,53230,53591,53954,54320,54687,55057,55430,55803,56137,56420,56657,56848,56991,57083
1927: customers with PV,1674,3543,6773,11988,18240,24713,30283,34851,38550,41489,43769,45546,46924,47995,48851,49554,50150,50653,51029,51265,51379,51416,51409,51369,51299,51209,51100,50966,50807,50620,50400,50145,49854,49526,49159,48747
1928: customers with PV,1674,8791,16395,23709,29833,34816,38722,41731,44034,45783,47104,48123,48923,49567,50110,50586,51013,51369,51635,51791,51852,51855,51827,51773,51694,51597,51484,51345,51182,50993,50781,50537,50257,49937,49572,49158
1929: customers with PV,1674,2105,2825,4016,5591,7496,9539,11612,13697,15776,17811,19812,21757,23618,25410,27135,28796,30393,31931,33415,34850,36230,37552,38820,40037,41204,42324,43401,44436,45432,46391,47315,48207,49067,49899,50704
1930: customers with PV,1674,3206,5048,7190,9402,11652,13891,16104,18291,20439,22514,24527,26461,28294,30041,31706,33294,34807,36250,37630,38952,40213,41413,42555,43644,44682,45674,46622,47530,48400,49235,50037,50810,51555,52275,52971
1931: customers with PV,1674,2105,2825,4016,5591,7496,9539,11612,13697,15776,17811,19812,21757,23618,25410,27135,28796,30393,31931,33415,34850,36230,37552,38820,40037,41204,42324,43401,44432,45413,46343,47223,48055,48843,49592,50302
1932: customers with PV,1674,3206,5048,7190,9402,11652,13891,16104,18291,20439,22514,24527,26461,28294,30041,31706,33294,34807,36250,37630,38952,40213,41413,42555,43644,44682,45668,46597,47475,48301,49076,49802,50487,51134,51747,52328
1933: customers with PV,1674,3543,6773,11988,18240,24713,30283,34851,38550,41489,43769,45546,46924,47995,48851,49554,50150,50671,51141,51576,51984,52373,52749,53120,53489,53858,54227,54599,54972,55345,55675,55946,56167,56343,56473,56554
1934: customers with PV,1674,8791,16395,23709,29833,34816,38722,41731,44034,45783,47104,48123,48923,49567,50110,50586,51013,51406,51781,52148,52510,52871,53230,53591,53954,54320,54687,55057,55430,55803,56148,56480,56766,56983,57122,57200
1935: customers with PV,1674,3543,6773,11988,18240,24713,30283,34851,38550,41489,43769,45546,46924,47995,48851,49554,50150,50653,51029,51264,51376,51409,51394,51343,51257,51147,51013,50846,50646,50408,50124,49789,49393,48931,48394,47771
1936: customers with PV,1674,8791,16395,23709,29833,34816,38722,41731,44034,45783,47104,48123,48923,49567,50110,50586,51013,51369,51635,51791,51850,51848,51813,51749,51655,51540,51402,51232,51030,50801,50575,50303,49943,49495,48970,48370
1937: customers with PV,1674,2109,2845,4074,5691,7649,9731,11834,13953,16071,18152,20202,22202,24124,25981,27778,29515,31195,32820,34398,35932,37417,38851,40237,41580,42883,44200,45555,46961,48451,50092,51984,54287,57324,55415,51799
1938: customers with PV,1674,3211,5071,7229,9458,11730,13996,16240,18464,20652,22773,24835,26823,28714,30524,32256,33914,35502,37024,38487,39896,41264,42623,43975,45325,46694,48096,49573,51168,52958,55027,56739,56136,55221,53506,49917
1939: customers with PV,1674,2109,2845,4074,5691,7649,9731,11834,13953,16071,18152,20202,22202,24124,25981,27778,29515,31195,32820,34398,35932,37417,38851,40237,41580,42883,44200,45555,46961,48451,50077,51887,54075,56871,54764,50942
1940: customers with PV,1674,3211,5071,7229,9458,11730,13996,16240,18464,20652,22773,24835,26823,28714,30524,32256,33914,35502,37024,38487,39896,41264,42623,43975,45325,46694,48096,49572,51128,52823,54774,56280,55458,54340,52421,48623
1941: customers with PV,1674,3565,6875,12237,18678,25237,30817,35397,39102,42034,44297,46044,47385,48415,49231,49897,50460,50951,51387,51832,52273,52681,53062,53431,53690,53758,53666,53439,52987,52130,50665,48359,44923,39824,31925,16181
1942: customers with PV,1674,8814,16492,23841,30007,35033,38973,42004,44315,46058,47363,48360,49136,49758,50282,50751,51200,51618,52012,52392,52762,53130,53498,53864,54113,54169,54069,53840,53383,52521,51052,48742,45301,40184,32263,16418
1943: customers with PV,1674,3565,6875,12237,18678,25237,30817,35397,39102,42034,44297,46044,47385,48415,49231,49897,50460,50951,51330,51578,51678,51661,51567,51401,51143,50745,50119,49236,47995,46289,43991,40926,36851,31275,23168,6624
1944: customers with PV,1674,8814,16492,23841,30007,35033,38973,42004,44315,46058,47363,48360,49136,49758,50282,50751,51200,51614,51923,52077,52090,52027,51917,51745,51477,51067,50432,49547,48298,46586,44281,41210,37129,31537,23416,6754
1945: customers with PV,1674,2109,2845,4074,5691,7649,9731,11834,13953,16071,18152,20202,22202,24124,25981,27778,29515,31195,32820,34398,35932,37417,38851,40237,41580,42890,44428,46352,48866,52763,56627,56168,55419,54027,51268,44869
1946: customers with PV,1674,3211,5071,7229,9458,11730,13996,16240,18464,20652,22773,24835,26823,28714,30524,32256,33914,35502,37024,38487,39896,41332,42960,44804,46946,49594,53366,55835,55932,55973,55842,55450,54659,53188,50346,43695
1947: customers with PV,1674,2109,2845,4074,5691,7649,9731,11834,13953,16071,18152,20202,22202,24124,25981,27778,29515,31195,32820,34398,35932,37417,38851,40237,41580,42890,44428,46352,48868,52734,56296,55587,54552,52812,49581,42343
1948: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
