Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
128: defectors,1,265,459,568,655,738,833,1074,1435,1951,2619,3483,4520,5676,6938,8294,9710,11154,12623,14123,15642,17155,18651,20122,21565,22976,24352,25690,26981,28219,29400,30491,30992,31315,31624,31928
129: defectors,1,84,170,257,345,433,519,604,687,768,846,922,999,1076,1154,1233,1312,1392,1473,1555,1639,1723,1809,1895,1982,2071,2160,2250,2342,2434,2528,2622,2718,2815,2913,3012
130: defectors,1,84,167,251,334,416,496,574,649,721,794,867,942,1017,1094,1171,1250,1329,1409,1491,1574,1659,1744,1830,1917,2005,2094,2185,2276,2368,2462,2557,2652,2749,2847,2947
131: defectors,1,84,170,257,345,433,519,604,687,768,846,922,999,1076,1154,1233,1312,1392,1473,1555,1639,1723,1809,1895,1982,2071,2161,2257,2357,2462,2574,2692,2815,2943,3075,3211
132: defectors,1,84,167,251,334,416,496,574,649,721,794,867,942,1017,1094,1171,1250,1329,1409,1491,1574,1659,1744,1830,1917,2005,2097,2195,2297,2403,2517,2637,2762,2892,3026,3164
133: defectors,1,264,509,705,819,896,963,1030,1097,1165,1235,1307,1381,1456,1532,1610,1689,1769,1850,1933,2016,2101,2187,2274,2361,2450,2540,2631,2723,2816,2910,3005,3101,3199,3298,3397
134: defectors,1,248,427,520,589,651,714,777,842,910,979,1050,1123,1198,1274,1351,1430,1509,1590,1672,1755,1840,1926,2012,2100,2188,2278,2369,2461,2553,2648,2743,2839,2937,3035,3135
135: defectors,1,264,509,705,819,896,963,1030,1097,1165,1235,1307,1381,1456,1532,1610,1689,1769,1850,1933,2016,2101,2187,2284,2402,2546,2719,2918,3134,3370,3632,3916,4212,4516,4829,5150
136: defectors,1,248,427,520,589,651,714,777,842,910,979,1050,1123,1198,1274,1351,1430,1509,1590,1672,1755,1840,1927,2029,2153,2302,2480,2685,2907,3148,3415,3703,4003,4311,4627,4952
137: defectors,1,84,170,257,345,433,519,604,687,768,846,922,999,1076,1154,1233,1312,1392,1473,1555,1639,1723,1809,1895,1982,2071,2160,2250,2342,2434,2528,2622,2718,2815,2913,3012
138: defectors,1,84,167,251,334,416,496,574,649,721,794,867,942,1017,1094,1171,1250,1329,1409,1491,1574,1659,1744,1830,1917,2005,2094,2185,2276,2368,2462,2557,2652,2749,2847,2947
139: defectors,1,84,170,257,345,433,519,604,687,768,846,922,999,1076,1154,1233,1312,1392,1473,1555,1639,1723,1809,1895,1982,2071,2161,2257,2357,2462,2574,2693,2818,2949,3085,3225
140: defectors,1,84,167,251,334,416,496,574,649,721,794,867,942,1017,1094,1171,1250,1329,1409,1491,1574,1659,1744,1830,1917,2005,2097,2195,2297,2403,2517,2639,2766,2900,3038,3181
141: defectors,1,264,509,705,819,896,963,1030,1097,1165,1235,1307,1381,1456,1532,1610,1689,1769,1850,1933,2016,2101,2187,2274,2361,2450,2540,2631,2723,2816,2910,3005,3101,3199,3298,3397
142: defectors,1,248,427,520,589,651,714,777,842,910,979,1050,1123,1198,1274,1351,1430,1509,1590,1672,1755,1840,1926,2012,2100,2188,2278,2369,2461,2553,2648,2743,2839,2937,3035,3135
143: defectors,1,264,509,705,819,896,963,1030,1097,1165,1235,1307,1381,1456,1532,1610,1689,1769,1850,1933,2016,2101,2187,2284,2402,2546,2719,2918,3136,3374,3640,3930,4234,4548,4873,5208
144: defectors,1,248,427,520,589,651,714,777,842,910,979,1050,1123,1198,1274,1351,1430,1509,1590,1672,1755,1840,1927,2029,2153,2302,2480,2685,2909,3152,3423,3717,4025,4343,4671,5010
145: defectors,1,84,169,256,344,430,516,599,681,759,834,908,983,1057,1132,1208,1285,1362,1439,1518,1598,1679,1760,1843,1926,2010,2095,2181,2267,2355,2444,2533,2624,2716,2808,2902
146: defectors,1,84,167,251,333,414,493,569,642,713,784,855,928,1001,1075,1149,1225,1302,1379,1458,1537,1618,1700,1782,1865,1949,2034,2119,2206,2294,2383,2472,2563,2655,2748,2842
147: defectors,1,84,169,256,344,430,516,599,681,759,834,908,983,1057,1132,1208,1285,1362,1439,1518,1598,1679,1760,1843,1926,2010,2095,2181,2267,2355,2444,2533,2624,2716,2808,2902
148: defectors,1,84,167,251,333,414,493,569,642,713,784,855,928,1001,1075,1149,1225,1302,1379,1458,1537,1618,1700,1782,1865,1949,2034,2119,2206,2294,2383,2472,2563,2655,2748,2842
149: defectors,1,263,508,700,809,883,949,1014,1080,1147,1216,1286,1358,1431,1505,1580,1657,1734,1812,1892,1972,2054,2136,2219,2303,2388,2474,2561,2648,2737,2827,2918,3010,3103,3197,3292
150: defectors,1,248,426,518,585,647,708,771,835,901,968,1038,1109,1182,1255,1330,1407,1483,1561,1641,1721,1802,1884,1967,2051,2136,2222,2309,2397,2485,2575,2666,2758,2852,2946,3041
151: defectors,1,263,508,700,809,883,949,1014,1080,1147,1216,1286,1358,1431,1505,1580,1657,1734,1812,1892,1972,2054,2136,2219,2303,2388,2474,2561,2648,2737,2827,2918,3010,3103,3197,3292
152: defectors,1,248,426,518,585,647,708,771,835,901,968,1038,1109,1182,1255,1330,1407,1483,1561,1641,1721,1802,1884,1967,2051,2136,2222,2309,2397,2485,2575,2666,2758,2852,2946,3041
153: defectors,1,84,169,256,344,430,516,599,681,759,834,908,983,1057,1132,1208,1285,1362,1439,1518,1598,1679,1760,1843,1926,2010,2095,2181,2267,2355,2444,2533,2624,2716,2808,2902
154: defectors,1,84,167,251,333,414,493,569,642,713,784,855,928,1001,1075,1149,1225,1302,1379,1458,1537,1618,1700,1782,1865,1949,2034,2119,2206,2294,2383,2472,2563,2655,2748,2842
155: defectors,1,84,169,256,344,430,516,599,681,759,834,908,983,1057,1132,1208,1285,1362,1439,1518,1598,1679,1760,1843,1926,2010,2095,2181,2267,2355,2444,2533,2624,2716,2808,2902
156: defectors,1,84,167,251,333,414,493,569,642,713,784,855,928,1001,1075,1149,1225,1302,1379,1458,1537,1618,1700,1782,1865,1949,2034,2119,2206,2294,2383,2472,2563,2655,2748,2842
157: defectors,1,263,508,700,809,883,949,1014,1080,1147,1216,1286,1358,1431,1505,1580,1657,1734,1812,1892,1972,2054,2136,2219,2303,2388,2474,2561,2648,2737,2827,2918,3010,3103,3197,3292
158: defectors,1,248,426,518,585,647,708,771,835,901,968,1038,1109,1182,1255,1330,1407,1483,1561,1641,1721,1802,1884,1967,2051,2136,2222,2309,2397,2485,2575,2666,2758,2852,2946,3041
159: defectors,1,263,508,700,809,883,949,1014,1080,1147,1216,1286,1358,1431,1505,1580,1657,1734,1812,1892,1972,2054,2136,2219,2303,2388,2474,2561,2648,2737,2827,2918,3010,3103,3197,3292
160: defectors,1,248,426,518,585,647,708,771,835,901,968,1038,1109,1182,1255,1330,1407,1483,1561,1641,1721,1802,1884,1967,2051,2136,2222,2309,2397,2485,2575,2666,2758,2852,2946,3041
161: defectors,1,84,170,258,347,435,523,609,694,777,857,938,1020,1103,1188,1274,1362,1462,1578,1708,1849,1999,2159,2330,2515,2715,2931,3160,3405,3666,3944,4240,4552,4879,5222,5580
162: defectors,1,84,168,252,336,419,501,580,657,733,809,888,968,1050,1133,1219,1308,1410,1528,1661,1805,1960,2125,2301,2492,2698,2919,3152,3401,3666,3948,4248,4565,4897,5245,5607
163: defectors,1,84,170,258,347,435,523,609,694,777,857,938,1020,1103,1203,1324,1454,1595,1749,1921,2115,2321,2543,2782,3038,3311,3603,3914,4241,4585,4948,5329,5727,6141,6572,7018
164: defectors,1,84,168,252,336,419,501,580,657,733,809,888,968,1051,1153,1275,1408,1551,1707,1884,2083,2296,2525,2770,3033,3314,3612,3929,4261,4610,4978,5364,5768,6187,6623,7076
165: defectors,1,263,507,696,800,876,944,1013,1083,1156,1231,1308,1388,1470,1555,1657,1849,2112,2416,2769,3176,3634,4143,4711,5328,5990,6714,7497,8325,9199,10120,11086,12087,13113,14162,15229
166: defectors,1,248,425,516,585,649,714,780,849,920,994,1071,1151,1232,1316,1422,1624,1893,2204,2564,2979,3446,3963,4541,5165,5835,6567,7358,8196,9078,10009,10986,11997,13034,14093,15171
167: defectors,1,263,507,696,800,876,944,1013,1083,1156,1231,1308,1388,1536,1804,2136,2531,2984,3512,4127,4827,5593,6413,7282,8197,9158,10161,11201,12266,13352,14462,15592,16731,17873,19013,20149
168: defectors,1,248,425,516,585,649,714,780,849,920,994,1071,1151,1309,1585,1927,2332,2795,3336,3963,4677,5456,6289,7169,8094,9064,10077,11127,12201,13298,14418,15558,16707,17859,19009,20154
169: defectors,1,84,170,258,347,435,523,609,694,777,857,938,1020,1103,1188,1274,1362,1462,1579,1714,1864,2027,2204,2398,2610,2845,3104,3385,3691,4024,4389,4787,5218,5683,6184,6722
170: defectors,1,84,168,252,336,419,501,580,657,733,809,888,968,1050,1133,1219,1308,1410,1530,1668,1821,1989,2172,2371,2590,2831,3095,3382,3693,4032,4403,4808,5247,5720,6229,6776
171: defectors,1,84,170,258,347,435,523,609,694,777,857,938,1020,1103,1204,1328,1466,1617,1786,1981,2203,2446,2713,3007,3328,3681,4067,4490,4948,5444,5983,6570,7204,7888,8625,9419
172: defectors,1,84,168,252,336,419,501,580,657,733,809,888,968,1051,1154,1279,1420,1574,1746,1945,2173,2422,2697,2997,3327,3688,4082,4512,4978,5482,6030,6626,7270,7965,8714,9520
173: defectors,1,263,507,696,800,876,944,1013,1083,1156,1231,1308,1388,1470,1555,1657,1850,2115,2428,2795,3226,3717,4270,4895,5583,6334,7170,8090,9085,10156,11313,12558,13883,15281,16753,18299
174: defectors,1,248,425,516,585,649,714,780,849,920,994,1071,1151,1232,1316,1422,1625,1897,2214,2588,3027,3525,4085,4717,5410,6166,7008,7935,8936,10015,11181,12434,13768,15176,16659,18215
175: defectors,1,263,507,696,800,876,944,1013,1083,1156,1231,1308,1388,1536,1808,2151,2565,3046,3614,4284,5061,5926,6871,7894,8996,10184,11458,12817,14252,15764,17363,19049,20815,22656,24570,26561
176: defectors,1,248,425,516,585,649,714,780,849,920,994,1071,1151,1309,1589,1941,2363,2853,3432,4113,4901,5777,6732,7764,8875,10070,11352,12719,14163,15685,17294,18991,20769,22621,24547,26550
177: defectors,1,84,170,257,345,433,519,604,687,767,845,923,1003,1084,1166,1249,1334,1421,1509,1599,1691,1785,1881,1979,2079,2183,2289,2397,2508,2621,2735,2851,2969,3089,3212,3336
178: defectors,1,84,168,252,335,417,497,575,650,724,799,875,954,1033,1114,1197,1282,1368,1456,1546,1639,1735,1833,1933,2036,2141,2248,2357,2467,2579,2693,2809,2927,3047,3170,3294
179: defectors,1,84,170,257,345,433,519,604,687,767,845,923,1003,1084,1166,1249,1334,1421,1509,1599,1691,1785,1881,1979,2080,2183,2290,2399,2509,2622,2736,2853,2971,3091,3214,3338
180: defectors,1,84,168,252,335,417,497,575,650,724,799,875,954,1033,1114,1197,1282,1368,1456,1546,1639,1735,1833,1934,2037,2142,2249,2358,2468,2581,2695,2811,2929,3049,3171,3296
181: defectors,1,263,506,691,791,865,932,999,1068,1139,1213,1289,1367,1447,1529,1613,1700,1787,1877,1968,2062,2158,2257,2357,2459,2564,2671,2780,2890,3003,3118,3235,3355,3476,3600,3726
182: defectors,1,248,423,514,581,645,708,774,841,912,984,1059,1137,1217,1299,1383,1469,1556,1646,1738,1833,1930,2029,2130,2233,2338,2445,2553,2664,2777,2892,3009,3129,3250,3374,3501
183: defectors,1,263,506,691,791,865,932,999,1068,1139,1213,1289,1367,1447,1529,1613,1700,1787,1877,1980,2123,2283,2448,2614,2780,2948,3118,3284,3435,3569,3691,3808,3927,4049,4173,4299
184: defectors,1,248,423,514,581,645,708,774,841,912,984,1059,1137,1217,1299,1383,1469,1556,1646,1755,1906,2072,2244,2416,2588,2762,2938,3111,3268,3408,3536,3654,3774,3895,4019,4145
185: defectors,1,84,170,257,345,433,519,604,687,767,845,923,1003,1084,1166,1249,1334,1421,1509,1599,1691,1785,1881,1979,2080,2184,2291,2401,2513,2626,2742,2860,2980,3102,3227,3353
186: defectors,1,84,168,252,335,417,497,575,650,724,799,875,954,1033,1114,1197,1282,1368,1456,1546,1639,1735,1833,1933,2037,2142,2250,2359,2471,2584,2699,2817,2936,3058,3182,3308
187: defectors,1,84,170,257,345,433,519,604,687,767,845,923,1003,1084,1166,1249,1334,1421,1509,1599,1691,1786,1882,1981,2083,2188,2295,2406,2519,2633,2750,2868,2989,3112,3237,3364
188: defectors,1,84,168,252,335,417,497,575,650,724,799,875,954,1033,1114,1197,1282,1368,1456,1546,1640,1736,1834,1935,2039,2146,2254,2364,2476,2590,2705,2823,2944,3066,3190,3316
189: defectors,1,263,506,691,791,865,932,999,1068,1139,1213,1289,1367,1447,1529,1613,1700,1787,1877,1968,2062,2158,2257,2357,2459,2564,2671,2780,2891,3004,3120,3237,3357,3479,3603,3730
190: defectors,1,248,423,514,581,645,708,774,841,912,984,1059,1137,1217,1299,1383,1469,1556,1646,1738,1833,1930,2029,2130,2233,2338,2445,2554,2665,2778,2893,3011,3130,3252,3377,3503
191: defectors,1,263,506,691,791,865,932,999,1068,1139,1213,1289,1367,1447,1529,1613,1700,1787,1877,1980,2124,2283,2449,2615,2782,2951,3121,3289,3441,3578,3701,3819,3938,4060,4185,4311
192: defectors,1,248,423,514,581,645,708,774,841,912,984,1059,1137,1217,1299,1383,1469,1556,1646,1755,1906,2073,2245,2418,2591,2767,2944,3118,3277,3420,3550,3670,3789,3911,4036,4162
193: defectors,1,84,170,258,347,435,523,610,695,778,859,940,1024,1108,1194,1288,1403,1531,1669,1824,2001,2199,2413,2647,2901,3176,3474,3794,4133,4494,4876,5281,5707,6152,6616,7099
194: defectors,1,84,168,252,336,420,501,581,658,734,812,891,973,1056,1141,1236,1354,1485,1628,1789,1973,2178,2398,2637,2897,3178,3481,3807,4153,4520,4909,5320,5753,6205,6676,7165
195: defectors,1,84,170,258,347,435,523,610,695,778,859,940,1024,1117,1235,1369,1520,1688,1877,2090,2333,2598,2885,3193,3522,3872,4245,4640,5055,5490,5947,6426,6926,7444,7981,8536
196: defectors,1,84,168,252,336,420,501,581,658,734,812,891,973,1069,1189,1326,1480,1653,1848,2071,2322,2596,2890,3205,3540,3897,4276,4678,5099,5541,6006,6492,6999,7524,8068,8630
197: defectors,1,263,507,695,800,875,944,1013,1084,1157,1233,1312,1393,1477,1588,1831,2142,2498,2914,3425,4035,4701,5432,6217,7054,7938,8864,9826,10807,11805,12821,13849,14880,15905,16921,17926
198: defectors,1,248,425,516,585,649,714,781,850,923,998,1076,1157,1240,1360,1617,1936,2305,2735,3264,3887,4570,5315,6114,6963,7859,8798,9772,10766,11775,12802,13841,14882,15917,16942,17955
199: defectors,1,263,507,695,800,875,944,1013,1084,1157,1233,1312,1429,1683,2016,2445,2981,3587,4274,5068,5949,6885,7858,8860,9887,10933,11996,13069,14138,15203,16264,17318,18359,19379,20379,21356
200: defectors,1,248,425,516,585,649,714,781,850,923,998,1076,1205,1471,1815,2260,2817,3440,4148,4962,5862,6814,7801,8815,9852,10909,11982,13064,14143,15216,16286,17348,18396,19423,20429,21412
201: defectors,1,84,170,258,347,435,523,610,695,778,859,940,1024,1108,1194,1288,1404,1536,1683,1852,2051,2277,2527,2806,3116,3461,3844,4266,4728,5231,5781,6382,7034,7736,8492,9303
202: defectors,1,84,168,252,336,420,501,581,658,734,812,891,973,1056,1141,1236,1356,1491,1643,1819,2025,2259,2516,2801,3119,3471,3862,4294,4765,5279,5841,6454,7118,7835,8605,9431
203: defectors,1,84,170,258,347,435,523,610,695,778,859,940,1024,1117,1238,1380,1544,1731,1945,2194,2484,2809,3169,3565,4002,4481,5006,5581,6206,6883,7619,8419,9282,10209,11202,12262
204: defectors,1,84,168,252,336,420,501,581,658,734,812,891,973,1069,1193,1337,1506,1698,1919,2177,2476,2810,3179,3584,4029,4518,5054,5640,6276,6967,7717,8532,9410,10353,11363,12442
205: defectors,1,263,507,695,800,875,944,1013,1084,1157,1233,1312,1393,1477,1588,1834,2152,2522,2960,3507,4166,4896,5709,6596,7557,8589,9691,10856,12067,13321,14621,15960,17325,18704,20090,21478
206: defectors,1,248,425,516,585,649,714,781,850,923,998,1076,1157,1240,1360,1619,1946,2328,2780,3343,4015,4760,5586,6486,7459,8504,9619,10797,12021,13289,14602,15955,17332,18724,20122,21521
207: defectors,1,263,507,695,800,875,944,1013,1084,1157,1233,1312,1429,1686,2029,2479,3048,3699,4449,5330,6326,7404,8549,9754,11013,12327,13689,15094,16523,17973,19447,20938,22432,23919,25391,26839
208: defectors,1,248,425,516,585,649,714,781,850,923,998,1076,1205,1474,1828,2293,2880,3548,4317,5217,6231,7325,8484,9701,10972,12296,13671,15087,16527,17990,19474,20976,22481,23977,25458,26915
209: defectors,1,84,170,257,345,433,519,604,687,767,844,922,1002,1082,1163,1245,1329,1413,1499,1587,1676,1767,1858,1950,2044,2139,2234,2331,2429,2528,2628,2729,2831,2935,3039,3144
210: defectors,1,84,168,252,335,417,497,575,650,724,798,874,952,1031,1111,1193,1276,1361,1447,1534,1623,1714,1805,1897,1991,2087,2184,2282,2382,2482,2584,2687,2790,2895,3001,3107
211: defectors,1,84,170,257,345,433,519,604,687,767,844,922,1002,1082,1163,1245,1329,1413,1499,1587,1676,1767,1858,1950,2044,2139,2234,2331,2429,2528,2628,2730,2832,2936,3040,3145
212: defectors,1,84,168,252,335,417,497,575,650,724,798,874,952,1031,1111,1193,1276,1361,1447,1534,1623,1714,1805,1897,1991,2087,2184,2283,2382,2483,2584,2687,2791,2896,3002,3108
213: defectors,1,263,506,691,791,864,932,999,1068,1139,1212,1287,1365,1444,1526,1609,1693,1779,1866,1955,2045,2137,2229,2323,2418,2514,2612,2710,2810,2911,3013,3116,3221,3326,3431,3538
214: defectors,1,248,423,514,581,645,708,773,841,911,984,1058,1136,1215,1296,1378,1463,1548,1635,1724,1814,1906,1999,2094,2190,2287,2385,2485,2585,2687,2790,2895,3000,3106,3213,3320
215: defectors,1,263,506,691,791,864,932,999,1068,1139,1212,1287,1365,1444,1526,1609,1693,1779,1866,1955,2045,2137,2229,2323,2418,2514,2612,2710,2810,2911,3013,3116,3221,3326,3432,3538
216: defectors,1,248,423,514,581,645,708,773,841,911,984,1058,1136,1215,1296,1378,1463,1548,1635,1724,1814,1906,1999,2094,2190,2287,2385,2485,2586,2687,2791,2895,3000,3106,3213,3321
217: defectors,1,84,170,257,345,433,519,604,687,767,844,922,1002,1082,1163,1245,1329,1413,1499,1587,1676,1767,1858,1950,2044,2139,2234,2331,2429,2528,2628,2729,2832,2936,3040,3146
218: defectors,1,84,168,252,335,417,497,575,650,724,798,874,952,1031,1111,1193,1276,1361,1447,1534,1623,1714,1805,1898,1992,2087,2184,2282,2382,2482,2584,2687,2791,2896,3001,3108
219: defectors,1,84,170,257,345,433,519,604,687,767,844,922,1002,1082,1163,1245,1329,1413,1499,1587,1676,1767,1858,1950,2044,2139,2235,2332,2430,2530,2631,2733,2836,2940,3045,3151
220: defectors,1,84,168,252,335,417,497,575,650,724,798,874,952,1031,1111,1193,1276,1361,1447,1534,1623,1714,1805,1898,1992,2087,2185,2283,2383,2484,2587,2690,2794,2900,3006,3113
221: defectors,1,263,506,691,791,864,932,999,1068,1139,1212,1287,1365,1444,1526,1609,1693,1779,1866,1955,2045,2137,2229,2323,2418,2514,2612,2710,2810,2911,3013,3117,3221,3326,3432,3539
222: defectors,1,248,423,514,581,645,708,773,841,911,984,1058,1136,1215,1296,1378,1463,1548,1635,1724,1814,1906,1999,2094,2190,2287,2385,2485,2586,2687,2791,2895,3000,3106,3213,3321
223: defectors,1,263,506,691,791,864,932,999,1068,1139,1212,1287,1365,1444,1526,1609,1693,1779,1866,1955,2045,2137,2229,2323,2418,2514,2612,2711,2811,2912,3014,3117,3222,3327,3433,3540
224: defectors,1,248,423,514,581,645,708,773,841,911,984,1058,1136,1215,1296,1378,1463,1548,1635,1724,1814,1906,1999,2094,2190,2287,2385,2485,2586,2688,2791,2895,3001,3107,3214,3322
225: defectors,1,84,171,259,349,438,527,616,703,788,872,959,1056,1182,1331,1518,1740,1997,2286,2614,2979,3375,3802,4260,4749,5271,5826,6413,7032,7681,8363,9077,9821,10594,11396,12225
226: defectors,1,84,168,253,338,423,506,587,667,747,829,914,1013,1142,1299,1496,1726,1988,2283,2616,2987,3391,3825,4291,4788,5319,5882,6478,7105,7763,8454,9177,9930,10712,11522,12359
227: defectors,1,84,171,259,349,438,527,616,703,788,872,975,1109,1274,1477,1728,2020,2348,2709,3108,3546,4016,4516,5048,5611,6207,6836,7498,8190,8913,9668,10455,11271,12115,12987,13885
228: defectors,1,84,168,253,338,423,506,587,667,747,829,934,1071,1243,1457,1719,2021,2354,2722,3129,3573,4051,4560,5100,5673,6278,6916,7587,8288,9020,9784,10580,11405,12258,13138,14045
229: defectors,1,263,506,686,784,859,929,1001,1075,1153,1234,1331,1593,1966,2503,3221,4103,5103,6214,7442,8759,10128,11526,12942,14366,15791,17209,18611,19984,21324,22630,23900,25126,26305,27437,28522
230: defectors,1,248,423,513,582,648,715,785,858,935,1015,1116,1390,1779,2338,3079,3982,5002,6131,7376,8709,10091,11503,12932,14368,15805,17235,18647,20029,21378,22692,23968,25200,26385,27521,28609
231: defectors,1,263,506,686,784,859,929,1001,1075,1153,1257,1549,2012,2660,3513,4554,5732,6997,8341,9764,11240,12732,14222,15697,17152,18582,19980,21340,22655,23921,25142,26316,27438,28509,29530,30503
232: defectors,1,248,423,513,582,648,715,785,858,935,1047,1351,1836,2510,3391,4458,5658,6945,8307,9746,11236,12740,14240,15726,17191,18630,20036,21405,22726,23999,25224,26402,27529,28603,29626,30601
233: defectors,1,84,171,259,349,438,527,616,703,788,872,959,1056,1186,1345,1552,1805,2104,2453,2861,3333,3866,4464,5133,5881,6717,7651,8691,9844,11121,12537,14105,15832,17727,19800,22059
234: defectors,1,84,168,253,338,423,506,587,667,747,829,914,1014,1147,1315,1531,1792,2097,2452,2868,3348,3891,4501,5183,5945,6797,7748,8807,9981,11280,12720,14315,16070,17996,20100,22392
235: defectors,1,84,171,259,349,438,527,616,703,788,872,976,1116,1296,1524,1815,2163,2566,3028,3561,4170,4854,5620,6475,7428,8493,9682,11006,12473,14097,15897,17888,20079,22477,25090,27919
236: defectors,1,84,168,253,338,423,506,587,667,747,829,935,1080,1266,1505,1807,2165,2576,3046,3588,4207,4904,5683,6554,7525,8609,9819,11166,12658,14310,16139,18163,20387,22821,25472,28338
237: defectors,1,263,506,686,784,859,929,1001,1075,1153,1234,1331,1597,1982,2546,3313,4273,5387,6657,8102,9704,11428,13255,15177,17189,19284,21457,23695,25978,28298,30121,30437,30744,31054,31366,31679
238: defectors,1,248,423,513,582,648,715,785,858,935,1015,1116,1394,1795,2379,3167,4146,5278,6565,8026,9643,11380,13223,15160,17187,19298,21487,23740,26039,28374,30211,30525,30831,31139,31448,31760
