Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
395: customers with PV,1674,3488.229635,6466.853006,11109.87233,16763.33026,22769.93377,28310.30185,33006.09217,36859.70234,39975.54911,42442.92047,44405.0461,45957.1441,47180.92933,48168.46601,48981.54082,49666.83685,50259.20376,50781.94227,51189.35963,51480.46814,51693.46238,51844.80521,51941.47593,51987.75078,51992.06786,51966.72052,51914.12457,51843.52094,51761.52539,51666.6711,51558.39785,51433.36505,51291.77747,51133.95784,50959.92619
396: customers with PV,1674,8681.104559,15965.97669,23081.01339,29082.53048,33986.21232,37870.91285,40909.93826,43280.32276,45118.46589,46533.93284,47643.14345,48523.44814,49234.37101,49831.38707,50349.98165,50815.1348,51243.08538,51631.22555,51920.90324,52119.5379,52261.27771,52359.14968,52417.68097,52435.74938,52421.85002,52382.16676,52317.94043,52238.73628,52149.70747,52048.36152,51933.36438,51801.13503,51660.8757,51510.0948,51343.35858
397: customers with PV,1674,3488.229635,6466.853006,11109.87233,16763.33026,22769.93377,28310.30185,33006.09217,36859.70234,39975.54911,42442.92047,44405.0461,45957.1441,47180.92933,48168.46601,48981.54082,49666.83685,50259.20376,50784.73816,51263.85646,51710.46343,52132.59268,52536.31125,52925.67302,53306.93235,53684.09726,54059.57665,54434.70913,54810.71563,55188.34919,55568.0372,55950.02721,56330.59803,56678.26138,56986.62728,57256.02583
398: customers with PV,1674,8681.104559,15965.97669,23081.01339,29082.53048,33986.21232,37870.91285,40909.93826,43280.32276,45118.46589,46533.93284,47643.14345,48523.44814,49234.37101,49831.38707,50349.98165,50815.1348,51243.08538,51642.39352,52024.82276,52397.62577,52764.91505,53129.66245,53494.01003,53859.25656,54226.13099,54595.04815,54966.24647,55339.89574,55716.09386,56094.88305,56478.29082,56900.63982,57312.72371,57674.41211,57968.95301
399: customers with PV,1674,3488.229635,6466.853006,11109.87233,16763.33026,22769.93377,28310.30185,33006.09217,36859.70234,39975.54911,42442.92047,44405.0461,45957.1441,47180.92933,48168.46601,48981.54082,49666.83685,50259.20376,50781.94227,51189.35963,51480.46814,51693.05326,51842.75528,51936.40593,51977.95932,51974.97319,51938.71163,51871.14061,51781.74078,51676.94056,51554.44134,51413.13853,51249.18575,51062.02406,50851.25155,50614.97622
400: customers with PV,1674,8681.104559,15965.97669,23081.01339,29082.53048,33986.21232,37870.91285,40909.93826,43280.32276,45118.46589,46533.93284,47643.14345,48523.44814,49234.37101,49831.38707,50349.98165,50815.1348,51243.08538,51631.22555,51920.90324,52119.5379,52260.61162,52356.72682,52412.24383,52425.6918,52404.59757,52354.26375,52275.45728,52177.96918,52066.78414,51938.51347,51791.25258,51623.13509,51471.9658,51317.00098,51129.15521
401: customers with PV,1674,2102.040588,2797.159518,3918.236167,5405.678297,7200.938901,9160.721215,11193.70821,13236.98216,15274.5541,17271.56851,19235.74994,21149.04982,22984.62759,24756.45396,26466.41843,28116.42785,29707.9347,31242.9783,32728.36693,34167.65459,35554.52466,36887.60202,38168.81405,39400.61608,40585.37184,41725.36357,42822.79869,43879.82381,44897.79793,45867.60227,46786.95123,47658.43543,48484.18871,49267.69369,50013.94379
402: customers with PV,1674,3199.107988,5008.619556,7110.62425,9288.183441,11496.13681,13690.25245,15856.79373,17997.01613,20098.66612,22132.60423,24106.93981,26007.83748,27814.72532,29541.52451,31191.79315,32769.0193,34276.23835,35716.87332,37098.03197,38424.04669,39691.43502,40900.6807,42054.81047,43157.17084,44210.94339,45219.15847,46184.70497,47107.5683,47997.37936,48854.47677,49678.06114,50472.20181,51241.04581,51987.00164,52712.48945
403: customers with PV,1674,2102.040588,2797.159518,3918.236167,5405.678297,7200.938901,9160.721215,11193.70821,13236.98216,15274.5541,17271.56851,19235.74994,21149.04982,22984.62759,24756.45396,26466.41843,28116.42785,29707.9347,31242.9783,32728.36693,34166.13056,35541.58378,36852.35202,38099.61115,39284.41378,40409.85772,41480.54967,42500.75248,43474.01855,44399.41461,45276.94493,46108.07281,46894.35509,47636.02952,48333.798,48987.78834
404: customers with PV,1674,3199.107988,5008.619556,7110.62425,9288.183441,11496.13681,13690.25245,15856.79373,17997.01613,20098.66612,22132.60423,24106.93981,26007.83748,27814.72532,29541.52451,31191.79315,32769.0193,34276.23835,35716.87332,37095.7045,38404.80621,39641.54397,40806.73758,41903.61108,42938.59105,43915.55298,44839.72652,45711.96538,46537.97274,47334.21951,48101.84914,48838.20869,49543.99338,50217.42059,50856.91333,51458.88882
405: customers with PV,1674,2102.040588,2797.159518,3918.236167,5405.678297,7200.938901,9160.721215,11193.70821,13236.98216,15274.5541,17271.56851,19235.74994,21149.04982,22984.62759,24756.45396,26466.41843,28116.42785,29707.9347,31242.9783,32728.36693,34167.65459,35554.52466,36887.60202,38168.81405,39400.61608,40585.37184,41725.36357,42822.79869,43879.82381,44897.79793,45867.60227,46786.95123,47657.23413,48479.62516,49257.03297,49993.49532
406: customers with PV,1674,3199.107988,5008.619556,7110.62425,9288.183441,11496.13681,13690.25245,15856.79373,17997.01613,20098.66612,22132.60423,24106.93981,26007.83748,27814.72532,29541.52451,31191.79315,32769.0193,34276.23835,35716.87332,37098.03197,38424.04669,39691.43502,40900.6807,42054.81047,43157.17084,44210.94339,45219.15847,46184.70497,47125.59982,48110.97279,49146.31416,50228.2558,51361.3342,52545.01759,53784.39304,55079.8901
407: customers with PV,1674,2102.040588,2797.159518,3918.236167,5405.678297,7200.938901,9160.721215,11193.70821,13236.98216,15274.5541,17271.56851,19235.74994,21149.04982,22984.62759,24756.45396,26466.41843,28116.42785,29707.9347,31242.9783,32728.36693,34166.13056,35541.58378,36852.35202,38098.85939,39281.28534,40402.0532,41464.89483,42474.16325,43433.54831,44340.80071,45194.80758,45996.74509,46747.34327,47445.21181,48089.48768,48678.604
408: customers with PV,1674,3199.107988,5008.619556,7110.62425,9288.183441,11496.13681,13690.25245,15856.79373,17997.01613,20098.66612,22132.60423,24106.93981,26007.83748,27814.72532,29541.52451,31191.79315,32769.0193,34276.23835,35716.87332,37095.7045,38404.80621,39641.30305,40804.94073,41898.60222,42927.86564,43896.15888,44808.7145,45665.47453,46487.19661,47349.75129,48259.29391,49209.77369,50198.50822,51216.45367,52256.24292,53328.23222
409: customers with PV,1674,3508.879664,6560.136887,11343.75279,17143.89594,23282.49022,28862.08388,33520.26775,37334.00132,40407.19552,42830.93657,44748.612,46257.56963,47441.86625,48393.58448,49174.90017,49832.60328,50401.42558,50907.14661,51369.62967,51802.29259,52190.05575,52492.53503,52716.25565,52863.57566,52932.64944,52929.72927,52881.3046,52799.12282,52694.38726,52562.24646,52386.00147,52167.68853,51909.54937,51613.96249,51280.82087
410: customers with PV,1674,8704.85212,16055.41456,23214.9038,29236.65187,34156.66976,38050.67903,41090.78197,43454.30539,45279.48675,46678.67426,47769.9805,48632.6225,49327.57297,49910.50019,50417.01241,50871.76276,51286.55103,51674.73645,52048.37379,52415.10153,52751.28213,53016.53065,53222.13834,53367.76657,53441.34111,53446.22739,53404.53665,53325.15708,53221.426,53086.96487,52905.68777,52681.67416,52417.28073,52109.55779,51750.49877
411: customers with PV,1674,3508.879664,6560.136887,11343.75279,17143.89594,23282.49022,28862.08388,33520.26775,37334.00132,40407.19552,42830.93657,44748.612,46257.56963,47441.86625,48392.94652,49071.12063,49497.19381,49744.15343,49862.74463,49882.07663,49832.87479,49715.00713,49541.1932,49320.00054,49053.05674,48730.65871,48349.15301,47903.82513,47399.65998,46818.60403,46160.53089,45453.469,44687.49187,43850.36327,42951.97227,41989.48635
412: customers with PV,1674,8704.85212,16055.41456,23214.9038,29236.65187,34156.66976,38050.67903,41090.78197,43454.30539,45279.48675,46678.67426,47769.9805,48632.6225,49327.57297,49895.88764,50254.34444,50439.06122,50504.3625,50488.54351,50409.13952,50283.5448,50112.06627,49901.53691,49661.34706,49391.58506,49072.33594,48694.37366,48249.63487,47738.22186,47146.7921,46483.16641,45772.91007,44998.51758,44152.88978,43239.47772,42260.17816
413: customers with PV,1674,3508.879664,6560.136887,11343.75279,17143.89594,23282.49022,28862.08388,33520.26775,37334.00132,40407.19552,42830.93657,44748.612,46257.56963,47441.86625,48393.58448,49174.90017,49832.60328,50401.42558,50907.14661,51369.62967,51802.29259,52190.05575,52492.53503,52716.25565,52862.81359,52928.74145,52919.38997,52859.652,52760.81294,52632.43828,52465.93073,52237.45825,51944.00088,51587.10295,51182.25786,50740.21957
414: customers with PV,1674,8704.85212,16055.41456,23214.9038,29236.65187,34156.66976,38050.67903,41090.78197,43454.30539,45279.48675,46678.67426,47769.9805,48632.6225,49327.57297,49910.50019,50417.01241,50871.76276,51286.55103,51674.73645,52048.37379,52415.10153,52751.28213,53016.53065,53252.36034,53460.97408,53578.99328,53590.11393,53534.99735,53435.73231,53309.51493,53139.67018,52908.18062,52619.98178,52278.83792,51877.88756,51405.25985
415: customers with PV,1674,3508.879664,6560.136887,11343.75279,17143.89594,23282.49022,28862.08388,33520.26775,37334.00132,40407.19552,42830.93657,44748.612,46257.56963,47441.86625,48392.94652,49071.12063,49496.13803,49739.62061,49850.58686,49856.10279,49786.42374,49640.07975,49429.17179,49161.05758,48833.70849,48431.3784,47943.83207,47357.46558,46673.01965,45868.36946,44941.53673,43914.68852,42763.13023,41488.22919,40114.89027,38627.82974
416: customers with PV,1674,8704.85212,16055.41456,23214.9038,29236.65187,34156.66976,38050.67903,41090.78197,43454.30539,45279.48675,46678.67426,47769.9805,48632.6225,49327.57297,49895.88764,50254.29128,50437.45827,50498.97765,50475.43983,50382.71022,50237.28303,50038.23815,49791.84218,49530.29592,49260.30843,48907.32563,48434.66459,47855.35726,47181.43316,46402.75559,45527.39466,44567.24587,43497.02144,42313.04167,41010.34149,39585.71351
417: customers with PV,1674,2116.090463,2862.755711,4097.073426,5718.094738,7682.148388,9773.272016,11887.44843,14021.39524,16159.52155,18266.48949,20348.54162,22386.90011,24354.63128,26264.07758,28115.86145,29894.46511,31589.20073,33208.27381,34750.07876,36203.25492,37570.26196,38863.73029,40068.46151,41177.33505,42187.21844,43091.38409,43886.00455,44572.52812,45140.99405,45577.85797,45867.88458,45993.87862,45931.97492,45190.27101,43848.34903
418: customers with PV,1674,3216.095351,5081.197825,7237.327691,9464.964997,11735.99612,14005.00044,16257.00121,18491.81559,20695.84666,22838.99995,24927.7773,26947.27987,28876.42134,30727.47904,32490.80173,34150.19121,35745.05506,37275.82656,38730.21715,40100.32774,41378.98755,42549.43923,43615.62108,44575.90528,45423.8123,46151.61092,46750.77933,47212.49466,47521.43808,47656.47593,46955.99515,45850.00792,44664.90882,43405.38265,42072.1302
419: customers with PV,1674,2116.090463,2862.755711,4097.073426,5718.094738,7682.148388,9773.272016,11887.44843,14021.39524,16159.52155,18266.48949,20348.54162,22386.90011,24348.67194,26226.00558,28025.73057,29748.76034,31389.87345,32938.00311,34391.00568,35737.30843,36983.95208,38145.40398,39212.33198,40177.3981,41036.3401,41783.82555,42413.00513,42925.94791,43311.82207,43555.9296,43641.3813,43548.62521,43250.24971,42187.75108,40672.75088
420: customers with PV,1674,3216.095351,5081.197825,7237.327691,9464.964997,11735.99612,14005.00044,16257.00121,18491.81559,20695.84666,22838.99995,24927.7773,26946.40094,28851.71627,30651.42899,32352.92518,33954.56747,35472.83265,36908.58709,38247.34968,39487.06088,40624.6419,41647.84925,42559.38957,43357.87879,44036.37502,44586.51775,44998.9159,45263.54354,45363.45012,45275.15027,44319.74359,43041.37225,41687.24067,40261.3247,38764.61251
421: customers with PV,1674,2116.090463,2862.755711,4097.073426,5718.094738,7682.148388,9773.272016,11887.44843,14021.39524,16159.52155,18266.48949,20348.54162,22386.90011,24354.63128,26264.07758,28115.86145,29894.34957,31586.30156,33197.31619,34722.70685,36147.45714,37548.89647,39021.13431,40529.10313,42057.91962,43633.39117,45250.19808,46996.38098,47043.61567,45240.1791,43230.52305,40912.26405,38251.1184,35212.75044,31760.47163,27862.49001
422: customers with PV,1674,3216.095351,5081.197825,7237.327691,9464.964997,11735.99612,14005.00044,16257.00121,18491.81559,20695.84666,22838.99995,24927.7773,26947.27987,28876.42134,30727.47904,32490.78267,34164.04571,35889.9307,37685.7606,39543.13285,41477.61121,43485.53031,45573.50403,47826.49118,50307.09037,49146.89061,47969.50456,46601.04302,45012.06018,43171.11327,41043.59625,38595.08743,35794.78216,32610.55541,29010.39006,24972.46374
423: customers with PV,1674,2116.090463,2862.755711,4097.073426,5718.094738,7682.148388,9773.272016,11887.44843,14021.39524,16159.52155,18266.48949,20348.54162,22386.90011,24348.67194,26224.22336,28017.35052,29727.75418,31349.04327,32867.71993,34276.87445,35557.53333,36775.83919,38029.79255,39283.0782,40506.86784,41708.77796,42853.49839,43981.30971,42587.39716,40216.09213,37511.89157,34418.11717,30901.54678,26934.96354,22506.71305,17652.80075
424: customers with PV,1674,3216.095351,5081.197825,7237.327691,9464.964997,11735.99612,14005.00044,16257.00121,18491.81559,20695.84666,22838.99995,24927.7773,26946.40094,28851.19972,30646.51487,32337.60461,33936.13033,35560.37584,37226.17626,38917.0412,40641.94152,42401.67776,44184.12645,46055.6632,47840.76749,46287.92496,44660.10857,42787.84109,40635.00971,38164.16117,35335.13115,32110.03633,28460.90596,24370.48637,19848.30836,14978.58928
425: customers with PV,1674,3577.966861,6875.592262,12156.01307,18467.01318,24956.87972,30534.7538,35131.71074,38865.28528,41833.59902,44133.41771,45910.81031,47059.81062,47656.92106,47826.72385,47536.72434,46890.70227,45922.40583,44618.61924,43010.31879,41174.34512,39187.22959,37085.98141,34902.11977,32655.74013,30367.07854,28059.58309,25759.3613,23497.17469,21291.77128,19157.68686,17112.62782,15178.16902,13371.22029,11703.94646,10187.04864
426: customers with PV,1674,8782.7037,16347.30448,23632.7378,29747.16193,34747.45439,38695.00879,41754.56341,44102.61354,45883.8322,47221.92409,48216.68676,48707.46071,48885.39951,48737.48155,48158.46052,47243.69055,46066.34844,44655.58249,43013.04714,41174.99143,39193.25752,37099.79506,34921.17769,32679.80142,30396.67832,28094.80613,25799.81791,23542.13481,21340.26841,19208.62117,17164.90387,15230.72195,13422.55248,11752.7843,10232.46472
427: customers with PV,1674,3577.966861,6875.592262,12156.01307,18467.01318,24956.87972,30534.7538,35131.71074,38865.28528,41833.59902,44090.74497,45508.24741,46267.30305,46400.18397,45988.63732,45072.219,43779.22147,42207.6523,40362.66651,38290.91485,36075.96029,33789.32315,31467.33547,29135.42417,26813.95959,24521.26907,22276.82994,20101.68746,18020.09268,16045.57993,14187.99662,12459.86519,10876.88707,9450.651689,8188.279268,7094.456695
428: customers with PV,1674,8782.7037,16347.30448,23632.7378,29747.16193,34747.45439,38695.00879,41754.56341,44102.61354,45883.8322,47067.39785,47627.57128,47727.37019,47383.46634,46613.49404,45390.16069,43841.64562,42091.08307,40174.3108,38097.96086,35903.19742,33640.1168,31340.43506,29029.45516,26727.63639,24453.3302,22225.80675,20065.8432,17997.53818,16034.37649,14186.23148,12465.70136,10888.60115,9466.652369,8207.119551,7114.856023
429: customers with PV,1674,3577.966861,6875.592262,12156.01307,18467.01318,24956.87972,30534.7538,35131.71074,38865.28528,41833.59902,44133.41771,45910.81031,47058.45356,47644.55795,47784.26722,47428.12609,46730.44942,45586.39071,43958.48467,41993.32267,39732.23087,37219.92571,34483.04974,31546.66636,28434.37662,25175.32611,21814.17519,18420.00299,15101.45814,11995.02079,9288.202162,7208.80133,5889.946105,5143.514117,4733.147851,4469.840125
430: customers with PV,1674,8782.7037,16347.30448,23632.7378,29747.16193,34747.45439,38695.00879,41754.56341,44102.61354,45883.8322,47221.92409,48216.68676,48823.04542,49219.93548,48948.42325,48188.12163,47121.1683,45772.83232,44128.6545,42169.69257,39915.88181,37413.10247,34688.13006,31762.4441,28657.91735,25402.77956,22040.53196,18638.84039,15304.51754,12171.75044,9426.393719,7298.893764,5936.820185,5171.020251,4756.303056,4485.776934
431: customers with PV,1674,3577.966861,6875.592262,12156.01307,18467.01318,24956.87972,30534.7538,35131.71074,38865.28528,41833.59902,44090.74497,45502.09355,46238.63451,46322.41984,45811.95852,44710.02821,43134.04648,41099.31788,38729.04601,36079.61007,33186.46232,30105.78038,26880.18525,23550.82669,20169.50917,16808.7322,13578.86644,10645.41427,8232.187697,6525.094365,5503.7454,4936.235212,4613.089005,4377.355961,4167.597191,3969.498643
432: customers with PV,1674,8782.7037,16347.30448,23632.7378,29747.16193,34747.45439,38695.00879,41754.56341,44102.61354,45883.8322,47066.78558,47617.90873,47798.17962,47606.86912,46622.16326,45111.17993,43277.62488,41187.597,38833.96554,36203.95996,33329.14811,30265.25917,27052.69339,23732.37839,20354.48839,16989.77991,13746.45858,10787.94841,8338.162029,6591.478927,5543.271994,4955.51144,4627.882446,4391.441247,4183.225328,3984.790109
433: customers with PV,1674,2120.270458,2882.61944,4150.054394,5810.904751,7814.733775,9927.935212,12064.29835,14222.65555,16386.91181,18521.38426,20631.73284,22698.80944,24695.50271,26633.61357,28496.22601,30271.37641,31970.15759,33583.60333,35097.38079,36534.5968,37888.14051,39143.25607,40293.53031,41338.19349,42264.97965,43075.57258,43761.48622,44313.14644,44714.91204,44945.38591,44977.7423,44758.02546,43389.11663,41841.91525,40201.12946
434: customers with PV,1674,3221.147707,5101.537782,7271.141464,9513.006949,11801.54993,14090.84299,16365.3675,18624.35322,20853.6561,23022.76417,25137.61719,27182.9246,29137.38045,31004.84744,32762.61125,34450.22886,36066.5404,37593.3018,39026.92762,40363.29862,41586.94035,42699.48155,43696.07598,44569.55649,45310.20806,45906.39602,46344.11967,46607.01758,46654.56672,45610.22313,44340.6367,42978.87242,41527.34218,39985.05402,38350.81627
435: customers with PV,1674,2120.270458,2882.61944,4150.054394,5810.904751,7814.733775,9927.935212,12064.29835,14222.65555,16386.91181,18521.38426,20631.73284,22696.68953,24668.22211,26559.01262,28369.46195,30091.6632,31717.81744,33241.6439,34649.92532,35965.51729,37190.33484,38310.31759,39318.72097,40214.41587,40984.39796,41629.45779,42140.40651,42506.32569,42709.74066,42726.51739,42525.68324,41966.33746,40334.78692,38603.66548,36780.54336
436: customers with PV,1674,3221.147707,5101.537782,7271.141464,9513.006949,11801.54993,14090.84299,16365.3675,18624.35322,20853.6561,23022.76417,25137.61719,27169.3127,29079.05528,30887.56086,32589.58149,34199.86522,35719.97248,37133.51811,38437.42775,39636.16566,40715.00403,41675.24351,42511.70187,43216.56122,43779.20909,44186.77151,44423.45215,44470.30415,44255.69091,42953.44134,41501.94639,39958.98726,38326.48768,36603.32793,34788.12303
437: customers with PV,1674,2120.270458,2882.61944,4150.054394,5810.904751,7814.733775,9927.935212,12064.29835,14222.65555,16386.91181,18521.38426,20631.73284,22698.80944,24695.50271,26633.61357,28495.981,30267.30386,31956.7977,33552.59711,35036.68731,36549.68969,38126.24783,39725.08424,41349.79846,43002.32722,44737.4134,46614.58541,45446.81816,43362.48106,40950.60646,38123.6013,34809.10063,30923.81859,26357.54299,20951.53821,14444.44904
438: customers with PV,1674,3221.147707,5101.537782,7271.141464,9513.006949,11801.54993,14090.84299,16365.3675,18624.35322,20853.6561,23022.76417,25137.61719,27182.9246,29137.38045,31004.84744,32777.9043,34599.90434,36482.73488,38404.97889,40391.8853,42461.79933,44641.70819,46991.51872,49526.47363,48217.3455,46850.52952,45251.46931,43367.07804,41159.00106,38575.32142,35549.77515,32003.81068,27844.46097,22944.46897,17107.5128,9948.671261
439: customers with PV,1674,2120.270458,2882.61944,4150.054394,5810.904751,7814.733775,9927.935212,12064.29835,14222.65555,16386.91181,18521.38426,20631.73284,22696.68953,24667.22393,26552.48535,28350.83259,30052.75378,31648.89322,33127.83299,34467.57486,35796.6534,37157.99356,38501.28211,39814.34042,41079.60306,42315.87072,43521.99921,41010.13447,38229.20328,34987.57834,31189.45028,26726.41307,21459.37514,15169.8883,7371.760744,0.654373
440: customers with PV,1674,3221.147707,5101.537782,7271.141464,9513.006949,11801.54993,14090.84299,16365.3675,18624.35322,20853.6561,23022.76417,25137.61719,27169.16846,29075.74607,30875.44246,32577.2777,34299.13305,36052.43375,37811.81341,39594.3423,41420.10312,43298.61996,45268.16398,47001.49818,45266.54565,43404.23703,41235.23934,38695.53611,35730.68912,32267.02692,28208.33904,23432.51921,17772.99563,10929.35157,1792.391573,1.536699
441: customers with PV,1674,3598.584733,6976.252768,12381.41645,18830.08122,25364.25071,30930.31289,35509.37744,39216.32763,42149.89312,44410.21325,46066.10808,46981.71103,47365.3098,47198.30089,46551.11374,45480.24222,44003.12847,42182.23789,40092.97786,37797.5028,35359.5551,32811.39029,30180.99362,27492.74541,24768.95627,22032.5862,19307.97798,16618.29074,13975.63253,11385.39005,8848.330619,6352.825445,3841.443558,1030.118865,81.381655
442: customers with PV,1674,8804.030252,16430.13435,23740.26547,29879.18538,34897.88854,38854.53925,41913.03045,44250.90284,46015.56022,47334.20831,48165.20453,48522.09027,48490.97418,47968.89423,46963.27089,45599.62366,43979.02836,42124.82991,40037.71703,37751.45921,35319.71724,32778.68042,30156.56596,27476.94994,24761.47525,22033.47718,19314.38829,16628.78183,13989.23895,11401.14237,8865.319812,6370.335102,3859.293515,1051.887697,97.984525
443: customers with PV,1674,3598.584733,6976.252768,12381.41645,18830.08122,25364.25071,30930.31289,35509.37744,39216.32763,42149.89312,44232.42766,45479.06731,45963.3447,45769.50457,44952.23432,43639.1803,41943.05325,39889.9666,37570.54359,35070.57619,32448.29077,29759.14117,27035.47983,24303.0886,21582.59223,18891.44066,16246.7449,13662.15081,11151.24464,8714.24237,6337.736543,3981.864058,1484.919612,11.615021,13.56177,14.724479
444: customers with PV,1674,8804.030252,16430.13435,23740.26547,29879.18538,34897.88854,38854.53925,41913.03045,44250.90284,45991.82399,46977.31885,47389.57616,47243.29598,46579.65918,45381.93353,43716.15447,41754.07074,39599.61413,37282.17997,34807.08102,32210.8498,29545.88016,26846.18919,24137.0881,21438.51902,18767.97112,16140.8507,13571.10234,11073.03559,8646.818031,6278.85229,3928.522433,1428.73928,11.072091,12.855645,13.910307
445: customers with PV,1674,3598.584733,6976.252768,12381.41645,18830.08122,25364.25071,30930.31289,35509.37744,39216.32763,42149.89312,44410.21325,46065.88083,46973.51744,47331.0777,47102.0603,46457.15274,45167.03948,43284.95984,41049.44666,38446.87385,35486.80215,32210.25307,28630.73761,24751.90189,20569.44375,16071.25718,11227.60797,5945.108047,0,19.997897,20.3978,20.504173,20.532232,20.539646,20.541613,20.542138
446: customers with PV,1674,8804.030252,16430.13435,23740.26547,29879.18538,34897.88854,38854.53925,41913.03045,44250.90284,46015.56022,47334.20831,48233.65169,48868.38727,48817.496,48027.89005,46834.56919,45274.59486,43383.6566,41156.45667,38563.1317,35617.52554,32355.34082,28789.18007,24921.81246,20748.44336,16256.89251,11414.12664,6133.678896,0,20.041175,20.259288,20.310283,20.322167,20.324947,20.3256,20.325755
447: customers with PV,1674,3598.584733,6976.252768,12381.41645,18830.08122,25364.25071,30930.31289,35509.37744,39216.32763,42149.89312,44231.03597,45463.8284,45908.97501,45629.42818,44639.0466,43114.9825,40871.76069,38198.95422,35208.02595,31877.39192,28224.8015,24291.38165,20093.21932,15636.2448,10917.2768,5910.500191,437.526175,69.781474,114.26927,113.00514,102.460867,86.974713,85.876492,101.133116,99.440988,95.513152
448: customers with PV,1674,8804.030252,16430.13435,23740.26547,29879.18538,34897.88854,38854.53925,41913.03045,44250.90284,45991.82399,46973.77861,47434.0322,47509.46366,46723.06931,45152.19203,43163.85706,40822.34317,38166.52943,35195.7914,31885.26015,28252.81142,24336.6649,20152.30927,15705.39676,10992.54122,5984.934212,510.965673,69.900303,114.387664,113.220199,106.04178,83.971983,88.909351,97.455068,94.242982,94.147168
449: customers with PV,1674,2092.134425,2749.012707,3770.28156,5128.668133,6763.882222,8579.89167,10499.71767,12483.53663,14461.28388,16398.83987,18303.97002,20160.13096,21942.20275,23663.58697,25326.26859,26932.23313,28483.01222,29980.68536,31431.96105,32840.44054,34200.0539,35509.44174,36770.43915,37985.39068,39156.54489,40286.06385,41376.02954,42428.45692,43445.26849,44428.3046,45379.34035,46300.09666,47192.22677,48057.31417,48896.88075
450: customers with PV,1674,3188.809867,4952.519153,6996.867348,9132.408651,11289.29889,13427.31308,15534.5286,17612.86697,19651.71986,21624.62602,23539.66243,25384.36274,27139.70081,28818.9352,30425.60347,31963.15677,33434.59416,34843.26559,36196.0674,37497.25933,38743.49346,39935.17216,41075.13875,42166.54266,43212.36977,44215.45586,45178.49653,46104.06414,46994.58503,47852.35255,48679.54687,49482.60917,50272.99742,51045.78446,51799.88478
451: customers with PV,1674,2092.134425,2749.012707,3770.28156,5128.668133,6763.882222,8579.89167,10499.71767,12483.53663,14461.28388,16398.83987,18303.97002,20160.13096,21942.20275,23663.58697,25326.26859,26932.23313,28483.01222,29980.68536,31431.96105,32840.44054,34200.0539,35505.51549,36755.79904,37952.35547,39096.24137,40188.47361,41230.76168,42226.43346,43179.03141,44090.30912,44962.13306,45798.62771,46601.84375,47372.96148,48111.73203
452: customers with PV,1674,3188.809867,4952.519153,6996.867348,9132.408651,11289.29889,13427.31308,15534.5286,17612.86697,19651.71986,21624.62602,23539.66243,25384.36274,27139.70081,28818.9352,30425.60347,31963.15677,33434.59416,34843.26559,36196.0674,37494.36863,38729.02285,39900.96093,41012.82471,42066.7562,43064.47959,44008.22627,44903.5436,45754.80698,46564.33236,47335.5278,48070.70964,48774.20093,49457.59665,50123.06809,50771.50826
453: customers with PV,1674,2092.134425,2749.012707,3770.28156,5128.668133,6763.882222,8579.89167,10499.71767,12483.53663,14461.28388,16398.83987,18303.97002,20160.13096,21942.20275,23663.58697,25326.26859,26932.23313,28483.01222,29980.68536,31431.96105,32840.44054,34200.0539,35509.44174,36770.43915,37985.39068,39156.54489,40286.06385,41376.02954,42428.45692,43445.26849,44428.3046,45379.34035,46300.09666,47192.22677,48057.31417,48896.88075
454: customers with PV,1674,3188.809867,4952.519153,6996.867348,9132.408651,11289.29889,13427.31308,15534.5286,17612.86697,19651.71986,21624.62602,23539.66243,25384.36274,27139.70081,28818.9352,30425.60347,31963.15677,33434.59416,34843.26559,36196.0674,37497.25933,38743.49346,39935.17216,41075.13875,42166.54266,43212.36977,44215.45586,45178.49653,46104.06414,46994.58503,47852.35255,48679.54687,49500.15517,50367.27586,51278.97026,52234.14688
455: customers with PV,1674,2092.134425,2749.012707,3770.28156,5128.668133,6763.882222,8579.89167,10499.71767,12483.53663,14461.28388,16398.83987,18303.97002,20160.13096,21942.20275,23663.58697,25326.26859,26932.23313,28483.01222,29980.68536,31431.96105,32840.44054,34200.0539,35505.51549,36755.79904,37952.35547,39096.19229,40187.37344,41227.20293,42219.08894,43165.94352,44068.8457,44929.40823,45752.21858,46539.33692,47291.64917,48008.02043
456: customers with PV,1674,3188.809867,4952.519153,6996.867348,9132.408651,11289.29889,13427.31308,15534.5286,17612.86697,19651.71986,21624.62602,23539.66243,25384.36274,27139.70081,28818.9352,30425.60347,31963.15677,33434.59416,34843.26559,36196.0674,37494.36863,38729.02285,39900.96093,41012.80769,42065.98988,43061.71789,44001.97884,44891.73662,45735.35843,46534.88649,47293.58801,48013.55991,48709.49442,49436.20303,50200.10797,51002.00832
457: customers with PV,1674,3458.313106,6321.205289,10678.68536,16045.47249,21788.60686,27267.27137,32052.13065,36018.5617,39244.40107,41815.83229,43872.62984,45508.19193,46803.20687,47849.92962,48711.10448,49434.72738,50057.07424,50605.63525,51102.09188,51561.46906,51992.78811,52403.93275,52800.15493,53185.12,53563.89968,53929.07046,54245.82367,54522.3796,54756.81203,54941.78188,55075.98615,55168.67875,55225.96686,55248.6144,55244.63635
